127.0.0.1 - - [18/Dec/2023:18:32:07 +0000] "GET /solr/admin/info/system?wt=json HTTP/1.1" 200 4494
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/ HTTP/1.1" 200 3297
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/angular-csp.css?_=9.2.0 HTTP/1.1" 200 1531
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/common.css?_=9.2.0 HTTP/1.1" 200 3400
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/analysis.css?_=9.2.0 HTTP/1.1" 200 1486
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/schema-designer.css?_=9.2.0 HTTP/1.1" 200 4744
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/security.css?_=9.2.0 HTTP/1.1" 200 2163
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/cloud.css?_=9.2.0 HTTP/1.1" 200 2847
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/cores.css?_=9.2.0 HTTP/1.1" 200 1190
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/collections.css?_=9.2.0 HTTP/1.1" 200 1712
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/dashboard.css?_=9.2.0 HTTP/1.1" 200 1180
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/files.css?_=9.2.0 HTTP/1.1" 200 1194
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/index.css?_=9.2.0 HTTP/1.1" 200 1385
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/java-properties.css?_=9.2.0 HTTP/1.1" 200 1126
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/logging.css?_=9.2.0 HTTP/1.1" 200 1850
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/login.css?_=9.2.0 HTTP/1.1" 200 1012
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/menu.css?_=9.2.0 HTTP/1.1" 200 1764
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/plugins.css?_=9.2.0 HTTP/1.1" 200 1425
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/documents.css?_=9.2.0 HTTP/1.1" 200 1137
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/paramsets.css?_=9.2.0 HTTP/1.1" 200 1068
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/query.css?_=9.2.0 HTTP/1.1" 200 1115
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/stream.css?_=9.2.0 HTTP/1.1" 200 1315
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/replication.css?_=9.2.0 HTTP/1.1" 200 1904
127.0.0.1 - - [18/Dec/2023:18:32:31 +0000] "GET /solr/css/angular/schema.css?_=9.2.0 HTTP/1.1" 200 2768
